batting_team,bowling_team,venue,overs,current_runs,wickets,last_5_overs_runs,total_score
SRH,RCB,Kolkata,14.1,108,8,67,166
RCB,CSK,Jaipur,8.6,77,8,30,179
MI,KKR,Chennai,11.3,98,9,38,151
SRH,MI,Jaipur,11.3,103,9,41,189
RR,SRH,Mumbai,2.5,16,1,68,172
MI,LSG,Bangalore,3.9,38,3,56,144
RCB,DC,Mumbai,9.6,91,5,50,182
GT,DC,Ahmedabad,10.3,102,3,33,180
LSG,GT,Delhi,3.9,34,8,41,139
CSK,GT,Bangalore,12.7,107,2,49,176
SRH,RR,Mumbai,16.7,117,9,62,142
GT,RR,Kolkata,8.7,65,6,44,160
RCB,DC,Bangalore,18.4,135,0,53,149
RCB,GT,Bangalore,12.3,82,6,43,132
GT,LSG,Bangalore,1.2,10,9,39,144
RR,SRH,Ahmedabad,10.4,94,7,67,181
CSK,DC,Chennai,9.8,84,4,65,170
RCB,PBKS,Mumbai,6.1,51,0,31,187
KKR,RCB,Chennai,8.7,85,10,50,177
DC,RR,Kolkata,1.7,15,7,70,171
LSG,RR,Chennai,11.3,67,7,33,129
PBKS,RCB,Ahmedabad,7.3,56,9,31,155
PBKS,LSG,Ahmedabad,8.2,80,3,52,171
GT,PBKS,Ahmedabad,1.6,10,8,70,156
PBKS,DC,Kolkata,2.4,20,9,38,133
RCB,GT,Jaipur,6.6,48,8,35,143
LSG,MI,Chennai,2.7,24,0,39,193
DC,MI,Chennai,17.0,162,6,33,189
DC,SRH,Jaipur,1.4,10,1,56,178
CSK,GT,Hyderabad,1.8,11,10,58,189
KKR,PBKS,Hyderabad,14.1,87,1,53,133
SRH,DC,Hyderabad,18.4,153,0,69,164
RR,CSK,Delhi,18.2,114,1,61,127
DC,MI,Bangalore,3.9,27,8,63,172
RR,DC,Bangalore,18.7,130,1,66,138
MI,RR,Delhi,1.4,13,0,63,181
DC,RCB,Jaipur,2.7,16,0,78,152
LSG,DC,Hyderabad,9.4,93,5,44,182
MI,CSK,Kolkata,17.4,152,4,51,167
SRH,MI,Kolkata,4.9,35,10,62,161
KKR,RR,Kolkata,16.9,102,2,47,120
SRH,PBKS,Bangalore,10.5,89,4,73,181
GT,PBKS,Kolkata,14.3,131,2,47,167
CSK,MI,Ahmedabad,13.8,124,10,73,169
SRH,RCB,Mumbai,18.1,136,0,57,149
CSK,DC,Hyderabad,16.8,131,8,77,159
MI,PBKS,Ahmedabad,5.0,31,6,78,138
CSK,GT,Kolkata,12.1,90,6,43,153
GT,SRH,Hyderabad,13.0,91,10,56,151
LSG,PBKS,Kolkata,16.5,139,7,75,165
PBKS,RR,Kolkata,11.5,114,0,55,171
LSG,PBKS,Ahmedabad,7.1,63,9,44,164
GT,CSK,Mumbai,3.2,29,7,52,138
LSG,GT,Hyderabad,2.6,19,10,69,131
GT,DC,Chennai,13.8,97,6,68,143
LSG,KKR,Hyderabad,4.1,27,1,78,161
MI,RCB,Mumbai,14.6,95,9,70,128
DC,LSG,Hyderabad,15.2,130,0,36,175
GT,PBKS,Kolkata,14.9,118,2,61,150
DC,LSG,Hyderabad,13.7,83,3,72,121
RR,SRH,Jaipur,1.3,8,1,46,155
LSG,RR,Hyderabad,15.6,149,3,74,179
CSK,GT,Bangalore,15.1,150,3,62,197
SRH,GT,Delhi,16.6,159,9,75,189
PBKS,GT,Kolkata,15.7,120,2,37,155
RR,SRH,Chennai,2.4,23,10,66,175
RR,LSG,Hyderabad,12.6,79,7,42,137
GT,RR,Mumbai,1.7,12,7,39,160
CSK,PBKS,Hyderabad,2.1,20,10,34,130
KKR,LSG,Chennai,13.5,103,5,32,148
RCB,DC,Chennai,3.9,29,7,38,177
DC,PBKS,Jaipur,8.3,82,5,74,155
KKR,SRH,Ahmedabad,12.0,89,6,61,163
GT,KKR,Chennai,14.3,129,9,41,163
RCB,LSG,Delhi,17.7,174,2,70,192
RCB,CSK,Bangalore,19.4,156,7,71,161
KKR,MI,Jaipur,2.7,22,2,63,126
DC,KKR,Ahmedabad,1.3,8,4,59,193
SRH,PBKS,Kolkata,19.7,182,3,49,183
SRH,RCB,Mumbai,7.0,66,10,43,170
GT,CSK,Bangalore,17.2,164,5,58,186
MI,SRH,Bangalore,12.6,76,7,62,145
RR,LSG,Mumbai,17.1,105,3,76,132
CSK,RR,Mumbai,16.7,131,6,67,159
MI,DC,Chennai,9.0,54,10,47,136
GT,RR,Ahmedabad,10.3,87,4,32,161
RCB,MI,Kolkata,3.4,27,10,75,131
MI,PBKS,Mumbai,1.5,13,6,48,124
PBKS,MI,Jaipur,7.8,77,0,32,174
RCB,KKR,Ahmedabad,2.9,27,1,39,152
KKR,RR,Bangalore,4.1,35,0,60,168
KKR,GT,Bangalore,13.7,110,5,55,168
MI,SRH,Bangalore,18.4,153,3,42,164
GT,RCB,Ahmedabad,8.9,73,6,44,172
KKR,LSG,Ahmedabad,3.3,26,9,33,130
KKR,DC,Chennai,15.9,156,7,34,183
GT,PBKS,Mumbai,14.5,125,6,73,167
MI,DC,Kolkata,11.7,114,5,67,194
PBKS,CSK,Ahmedabad,7.7,52,0,74,142
LSG,RR,Chennai,14.8,138,4,69,177
PBKS,SRH,Kolkata,3.6,22,9,46,138
GT,PBKS,Jaipur,9.6,82,7,51,156
PBKS,LSG,Kolkata,3.2,31,10,49,182
PBKS,LSG,Kolkata,18.3,162,1,46,172
MI,GT,Chennai,14.7,129,4,76,171
RCB,RR,Ahmedabad,13.1,114,6,41,163
CSK,MI,Ahmedabad,1.9,16,2,42,149
CSK,GT,Chennai,16.6,164,0,52,188
RCB,KKR,Delhi,10.8,69,6,62,127
KKR,CSK,Ahmedabad,7.9,56,7,76,166
MI,CSK,Ahmedabad,17.5,145,7,51,163
MI,GT,Hyderabad,12.5,109,0,47,161
LSG,CSK,Mumbai,10.8,74,6,44,139
LSG,PBKS,Kolkata,13.8,131,10,63,176
PBKS,LSG,Ahmedabad,16.1,135,7,66,163
RCB,RR,Hyderabad,2.0,16,3,65,186
GT,SRH,Chennai,3.2,22,3,47,158
LSG,CSK,Hyderabad,15.5,125,10,49,165
RCB,SRH,Delhi,9.6,83,4,53,185
GT,MI,Kolkata,3.3,22,3,79,160
MI,SRH,Chennai,5.3,49,0,66,146
DC,PBKS,Kolkata,4.1,33,8,40,171
LSG,DC,Kolkata,4.4,28,1,50,127
PBKS,RR,Bangalore,5.4,49,8,69,170
GT,RCB,Bangalore,16.2,125,6,66,156
DC,MI,Delhi,14.1,131,1,67,168
CSK,PBKS,Kolkata,12.9,110,0,45,168
LSG,KKR,Jaipur,5.1,37,4,78,176
GT,CSK,Ahmedabad,7.1,59,7,43,153
LSG,PBKS,Hyderabad,4.2,37,3,79,166
MI,GT,Bangalore,12.5,99,3,30,171
GT,CSK,Jaipur,1.8,16,3,42,194
RR,DC,Jaipur,1.9,15,7,64,133
DC,CSK,Kolkata,19.9,182,0,79,182
KKR,SRH,Delhi,5.6,33,7,59,139
RR,SRH,Hyderabad,4.1,37,6,65,186
PBKS,GT,Kolkata,13.5,82,3,44,127
KKR,DC,Ahmedabad,17.5,160,9,66,179
KKR,CSK,Kolkata,2.8,27,5,53,151
DC,LSG,Ahmedabad,1.8,13,3,56,160
CSK,SRH,Hyderabad,17.3,132,2,32,154
RCB,LSG,Ahmedabad,8.9,83,6,55,164
MI,DC,Mumbai,11.1,68,5,53,155
RR,KKR,Ahmedabad,1.9,12,10,70,151
DC,LSG,Kolkata,5.1,32,10,34,130
PBKS,CSK,Mumbai,9.1,55,5,35,130
MI,CSK,Chennai,10.2,87,0,44,164
RR,RCB,Kolkata,4.4,37,2,55,130
RCB,LSG,Bangalore,18.5,151,9,67,163
LSG,DC,Mumbai,1.5,11,2,37,161
SRH,GT,Jaipur,11.7,107,5,68,156
KKR,RR,Bangalore,19.1,127,7,35,134
RR,DC,Kolkata,5.8,57,1,40,147
CSK,DC,Jaipur,19.1,163,7,70,170
RCB,SRH,Chennai,15.9,108,0,64,134
RR,GT,Mumbai,13.3,89,8,54,149
MI,KKR,Kolkata,12.9,101,8,70,167
CSK,PBKS,Kolkata,18.5,138,7,49,152
GT,SRH,Bangalore,4.0,26,2,52,160
CSK,RR,Mumbai,11.0,74,0,58,131
MI,KKR,Jaipur,10.5,99,3,46,168
MI,LSG,Hyderabad,16.7,153,8,52,185
KKR,PBKS,Delhi,4.0,38,7,69,191
KKR,GT,Kolkata,19.7,185,1,69,186
MI,DC,Ahmedabad,11.6,97,2,57,149
SRH,MI,Mumbai,1.8,15,8,60,167
PBKS,MI,Hyderabad,6.9,53,2,64,143
KKR,SRH,Kolkata,15.5,142,0,40,183
GT,DC,Mumbai,3.9,29,9,72,167
DC,LSG,Kolkata,1.1,7,10,58,153
DC,SRH,Ahmedabad,16.0,102,10,65,131
DC,SRH,Kolkata,18.6,148,9,48,160
DC,RCB,Hyderabad,12.9,106,2,55,174
KKR,GT,Hyderabad,7.2,68,4,62,165
MI,SRH,Bangalore,5.6,48,7,75,164
PBKS,GT,Ahmedabad,16.6,123,10,39,155
LSG,PBKS,Chennai,2.6,15,2,46,158
MI,DC,Jaipur,10.1,94,5,38,181
LSG,GT,Chennai,9.8,83,10,39,178
CSK,DC,Kolkata,1.0,7,3,53,160
KKR,CSK,Delhi,6.3,59,9,54,189
SRH,GT,Jaipur,15.2,111,1,39,158
RCB,RR,Ahmedabad,15.9,126,7,76,162
CSK,RR,Mumbai,3.1,24,7,30,168
LSG,GT,Delhi,18.9,136,8,38,145
LSG,GT,Bangalore,4.6,33,1,79,175
CSK,SRH,Delhi,5.1,36,1,38,166
SRH,RR,Ahmedabad,6.9,61,9,57,168
KKR,LSG,Jaipur,3.3,23,8,34,171
RR,PBKS,Chennai,11.4,79,3,58,142
CSK,LSG,Chennai,7.4,50,5,41,163
RR,PBKS,Chennai,9.8,96,4,74,164
MI,LSG,Jaipur,5.2,51,3,46,193
RR,MI,Jaipur,19.1,131,2,34,138
RR,GT,Delhi,16.5,144,7,53,175
DC,MI,Chennai,2.8,21,9,44,190
RR,LSG,Hyderabad,7.3,60,5,58,153
RCB,SRH,Delhi,18.0,116,1,54,129
DC,PBKS,Bangalore,16.9,148,0,36,178
CSK,SRH,Delhi,4.8,44,0,72,177
RR,SRH,Bangalore,2.4,19,2,76,137
CSK,RR,Hyderabad,16.2,120,9,34,143
RCB,MI,Bangalore,11.7,74,3,55,134
SRH,DC,Chennai,16.1,108,3,35,141
DC,SRH,Jaipur,3.4,28,1,52,169
KKR,GT,Hyderabad,16.2,129,5,34,153
PBKS,CSK,Bangalore,5.8,53,8,41,148
CSK,RR,Mumbai,17.5,165,7,73,186
GT,RR,Mumbai,8.8,84,10,70,156
DC,SRH,Chennai,11.1,107,2,31,166
DC,CSK,Mumbai,9.5,92,0,55,175
CSK,MI,Jaipur,18.0,113,0,37,126
RR,LSG,Delhi,19.1,178,1,66,186
GT,RCB,Bangalore,5.3,46,9,61,190
RR,SRH,Mumbai,17.9,138,8,65,152
PBKS,MI,Ahmedabad,1.0,8,3,58,141
KKR,LSG,Mumbai,3.2,31,10,65,170
KKR,RR,Chennai,10.2,81,10,59,174
LSG,MI,Hyderabad,15.8,144,5,75,184
KKR,RCB,Delhi,12.8,98,7,33,161
GT,KKR,Chennai,13.6,119,0,35,170
MI,PBKS,Chennai,17.8,159,0,59,175
KKR,MI,Bangalore,8.1,71,6,65,153
RCB,KKR,Chennai,10.4,82,5,59,175
PBKS,RCB,Ahmedabad,4.1,27,8,43,138
SRH,KKR,Mumbai,1.1,7,10,31,176
RCB,RR,Mumbai,4.2,31,3,33,159
DC,LSG,Mumbai,5.0,44,1,67,182
SRH,MI,Hyderabad,13.5,123,5,69,178
LSG,MI,Hyderabad,4.6,43,7,61,187
GT,KKR,Chennai,16.6,144,1,68,166
RCB,SRH,Hyderabad,7.0,66,10,55,150
LSG,KKR,Delhi,4.3,41,3,52,163
RR,GT,Ahmedabad,16.1,140,5,48,173
PBKS,RCB,Delhi,18.7,115,1,60,124
SRH,MI,Delhi,1.0,9,6,48,172
RR,LSG,Bangalore,17.7,146,0,31,166
GT,CSK,Bangalore,14.3,120,1,53,162
RCB,MI,Mumbai,14.5,127,8,63,171
GT,SRH,Bangalore,1.3,11,5,43,184
RR,GT,Kolkata,11.6,109,8,55,164
CSK,MI,Hyderabad,17.9,162,5,43,175
PBKS,SRH,Jaipur,11.3,98,9,58,155
DC,LSG,Kolkata,12.3,114,3,78,190
KKR,CSK,Mumbai,12.9,111,9,42,163
KKR,RR,Delhi,17.7,176,8,74,196
MI,LSG,Kolkata,8.5,74,3,79,165
LSG,PBKS,Jaipur,4.7,32,5,32,158
CSK,RR,Mumbai,3.8,30,10,62,141
CSK,MI,Chennai,14.9,129,0,50,163
SRH,KKR,Kolkata,8.6,57,9,67,170
RR,DC,Bangalore,8.4,52,7,33,124
RCB,CSK,Mumbai,2.4,16,1,51,173
LSG,RCB,Mumbai,8.2,55,5,51,171
SRH,GT,Hyderabad,19.1,190,4,38,196
KKR,RCB,Delhi,15.2,127,3,48,159
CSK,KKR,Jaipur,11.2,91,5,60,155
SRH,CSK,Ahmedabad,2.6,19,10,66,191
LSG,CSK,Hyderabad,6.2,50,0,79,170
SRH,KKR,Kolkata,4.8,36,6,52,128
LSG,CSK,Chennai,12.9,114,5,64,166
SRH,LSG,Bangalore,9.4,69,10,69,142
KKR,MI,Mumbai,7.2,52,10,39,162
KKR,RCB,Bangalore,14.4,102,1,68,151
PBKS,LSG,Kolkata,8.5,68,1,42,169
CSK,KKR,Ahmedabad,11.3,107,6,34,163
CSK,SRH,Ahmedabad,12.7,87,9,79,132
MI,DC,Mumbai,15.3,122,7,48,155
GT,MI,Chennai,11.9,89,4,52,162
RR,PBKS,Jaipur,9.4,77,5,67,150
CSK,RCB,Mumbai,18.6,174,8,53,186
RCB,SRH,Ahmedabad,10.2,66,4,37,130
RCB,RR,Kolkata,14.6,103,8,33,144
CSK,MI,Ahmedabad,8.8,54,0,65,155
CSK,RR,Delhi,1.0,9,8,53,140
RCB,KKR,Mumbai,1.9,15,1,54,159
DC,MI,Chennai,17.4,165,10,32,182
RR,LSG,Delhi,12.8,123,3,47,167
KKR,LSG,Jaipur,1.8,17,10,52,188
RCB,GT,Jaipur,14.5,116,0,49,170
RR,SRH,Ahmedabad,4.4,37,8,61,170
SRH,RCB,Kolkata,19.3,119,2,49,124
MI,CSK,Mumbai,5.9,47,0,66,140
DC,SRH,Hyderabad,12.1,101,4,57,159
DC,RCB,Jaipur,6.5,62,2,32,174
RCB,PBKS,Delhi,1.0,8,1,66,146
PBKS,KKR,Jaipur,14.2,135,1,32,192
CSK,RR,Delhi,14.7,124,10,71,174
KKR,DC,Bangalore,1.5,11,5,69,166
KKR,SRH,Bangalore,2.6,19,7,72,149
RCB,RR,Bangalore,15.5,142,7,51,170
SRH,PBKS,Ahmedabad,11.9,101,8,74,156
CSK,LSG,Bangalore,2.0,18,9,63,191
MI,DC,Mumbai,5.6,35,9,54,141
CSK,KKR,Bangalore,15.2,97,3,77,133
RCB,PBKS,Mumbai,14.7,132,8,67,164
KKR,MI,Jaipur,15.6,138,5,74,173
SRH,CSK,Jaipur,4.8,31,3,41,147
RR,KKR,Jaipur,13.7,102,3,47,153
PBKS,RCB,Kolkata,17.7,120,10,53,142
GT,MI,Bangalore,15.3,95,0,47,136
PBKS,SRH,Delhi,11.8,73,6,31,143
KKR,RCB,Kolkata,14.9,99,9,38,131
PBKS,MI,Bangalore,17.8,155,1,36,170
RCB,RR,Jaipur,6.9,57,10,47,140
SRH,DC,Delhi,12.3,92,2,40,166
MI,CSK,Kolkata,8.3,57,3,44,137
LSG,GT,Jaipur,3.7,23,10,42,166
LSG,MI,Hyderabad,7.9,56,3,37,142
CSK,RR,Jaipur,4.0,26,3,60,132
PBKS,KKR,Mumbai,3.6,32,5,73,175
GT,KKR,Ahmedabad,1.2,8,6,53,184
CSK,MI,Chennai,18.2,112,5,49,123
CSK,PBKS,Mumbai,8.2,53,6,38,161
KKR,SRH,Mumbai,13.5,98,9,75,140
GT,LSG,Delhi,18.4,170,0,46,185
RR,MI,Chennai,15.0,147,10,53,183
SRH,RR,Chennai,2.9,24,9,57,130
GT,SRH,Kolkata,6.9,60,1,45,153
RR,LSG,Kolkata,15.5,132,6,47,175
KKR,LSG,Chennai,1.9,14,7,47,147
MI,LSG,Hyderabad,7.9,54,9,66,166
MI,SRH,Ahmedabad,5.3,33,6,35,152
DC,GT,Mumbai,8.2,76,3,53,170
CSK,GT,Hyderabad,15.8,134,2,71,159
PBKS,CSK,Ahmedabad,12.7,76,0,74,136
CSK,GT,Hyderabad,13.5,95,9,75,137
RR,GT,Mumbai,13.4,99,0,66,141
GT,LSG,Delhi,14.4,97,10,40,138
SRH,PBKS,Delhi,12.5,107,2,37,181
DC,MI,Ahmedabad,9.7,96,10,52,178
SRH,CSK,Jaipur,16.7,155,8,59,180
CSK,MI,Bangalore,16.2,156,1,70,189
RCB,KKR,Mumbai,7.1,53,9,50,142
SRH,LSG,Hyderabad,9.8,60,5,41,141
DC,KKR,Kolkata,7.0,57,8,50,184
RR,MI,Kolkata,8.2,59,7,78,172
PBKS,GT,Chennai,17.6,165,6,70,187
MI,LSG,Kolkata,2.3,16,3,50,127
RR,SRH,Mumbai,5.4,36,1,44,145
SRH,RCB,Delhi,9.2,71,2,76,176
LSG,PBKS,Hyderabad,14.4,114,1,48,151
RR,SRH,Mumbai,14.2,93,4,76,132
PBKS,GT,Hyderabad,11.4,71,4,60,126
CSK,KKR,Mumbai,9.4,58,0,42,126
CSK,GT,Bangalore,18.7,136,7,36,147
DC,SRH,Kolkata,5.9,53,2,75,141
DC,SRH,Chennai,5.1,37,4,51,158
RCB,RR,Jaipur,6.4,43,5,57,141
MI,PBKS,Chennai,6.1,45,8,40,167
GT,DC,Bangalore,11.2,100,8,70,171
RR,CSK,Ahmedabad,3.3,26,6,59,173
SRH,RR,Bangalore,11.9,106,1,61,155
LSG,MI,Delhi,18.9,148,10,71,154
MI,DC,Kolkata,13.6,82,9,32,125
SRH,DC,Jaipur,8.0,65,0,44,173
KKR,SRH,Kolkata,19.5,130,9,41,133
PBKS,DC,Kolkata,10.4,89,9,63,163
RR,LSG,Kolkata,11.9,112,7,77,187
RCB,GT,Mumbai,11.6,97,8,61,151
RCB,GT,Ahmedabad,15.2,140,8,75,187
LSG,MI,Kolkata,18.4,140,3,40,155
SRH,RCB,Bangalore,15.6,115,10,32,149
KKR,PBKS,Bangalore,2.8,17,1,68,134
CSK,DC,Hyderabad,3.7,28,5,39,142
SRH,RCB,Ahmedabad,14.6,144,5,36,177
RCB,CSK,Bangalore,12.2,109,1,36,178
MI,CSK,Kolkata,12.8,94,6,64,162
DC,KKR,Ahmedabad,13.4,119,1,70,166
RR,CSK,Bangalore,14.1,120,5,45,168
CSK,KKR,Jaipur,3.2,21,7,31,132
MI,RR,Bangalore,11.4,86,9,45,150
KKR,RCB,Hyderabad,2.2,21,2,71,172
GT,PBKS,Kolkata,8.5,80,0,38,156
PBKS,RCB,Ahmedabad,8.6,52,3,68,133
SRH,RR,Ahmedabad,17.8,160,7,49,179
SRH,PBKS,Delhi,8.3,52,10,54,133
KKR,RCB,Bangalore,2.7,16,8,51,137
GT,PBKS,Delhi,9.3,66,5,45,130
RR,CSK,Delhi,11.5,79,1,48,138
LSG,GT,Hyderabad,1.8,14,0,48,157
PBKS,DC,Bangalore,18.7,115,9,52,124
KKR,MI,Ahmedabad,8.9,72,4,58,169
DC,LSG,Ahmedabad,8.1,60,2,66,131
SRH,KKR,Delhi,14.2,129,7,35,165
LSG,GT,Hyderabad,19.5,127,0,71,130
RCB,KKR,Bangalore,8.4,82,1,37,169
RCB,DC,Ahmedabad,14.6,99,1,68,141
SRH,RR,Hyderabad,15.3,103,10,37,136
PBKS,KKR,Jaipur,13.6,99,2,37,149
RCB,RR,Ahmedabad,18.0,151,7,56,166
KKR,SRH,Chennai,1.7,10,7,42,183
RR,MI,Mumbai,11.1,70,10,38,123
LSG,CSK,Ahmedabad,2.2,19,5,60,190
KKR,RR,Delhi,12.8,123,8,37,169
CSK,PBKS,Delhi,15.8,126,3,52,158
PBKS,RCB,Delhi,15.8,135,6,36,165
MI,DC,Kolkata,18.4,152,8,40,161
KKR,RCB,Hyderabad,10.8,95,8,63,161
RR,MI,Hyderabad,15.1,114,5,70,156
RCB,MI,Hyderabad,8.0,65,8,67,177
KKR,DC,Kolkata,2.7,25,7,65,161
GT,PBKS,Mumbai,7.7,54,7,49,137
KKR,LSG,Chennai,1.3,11,1,78,124
DC,SRH,Bangalore,14.6,141,1,35,188
SRH,RR,Kolkata,1.6,13,2,66,162
DC,KKR,Delhi,13.1,120,9,52,183
MI,DC,Delhi,19.1,119,6,64,127
CSK,LSG,Jaipur,16.6,155,0,49,182
RR,RCB,Jaipur,16.5,106,9,56,136
KKR,MI,Kolkata,5.1,47,5,63,174
CSK,KKR,Chennai,9.9,80,4,39,163
DC,CSK,Hyderabad,14.0,88,0,34,141
SRH,LSG,Delhi,9.6,82,10,49,148
PBKS,DC,Jaipur,3.6,26,4,41,179
MI,SRH,Kolkata,11.3,99,9,60,181
DC,LSG,Chennai,9.3,76,1,70,172
RR,MI,Bangalore,12.6,113,6,37,177
RCB,DC,Delhi,4.7,35,4,60,165
RCB,SRH,Jaipur,1.9,15,3,54,156
LSG,RCB,Jaipur,11.8,112,0,35,182
MI,RCB,Kolkata,15.1,93,10,68,128
LSG,PBKS,Chennai,4.7,45,7,32,178
CSK,RCB,Mumbai,16.5,112,4,39,135
PBKS,RCB,Mumbai,14.6,135,4,63,185
KKR,RCB,Kolkata,17.9,143,3,70,158
SRH,RR,Mumbai,16.0,98,7,54,134
LSG,DC,Bangalore,4.8,31,8,47,147
SRH,RR,Hyderabad,12.0,115,3,44,164
KKR,GT,Mumbai,11.1,105,6,78,185
SRH,PBKS,Jaipur,11.0,95,10,39,183
PBKS,RR,Chennai,16.5,158,3,45,187
DC,LSG,Jaipur,10.5,75,0,65,158
DC,GT,Jaipur,4.7,42,1,38,172
CSK,KKR,Jaipur,19.2,132,1,70,139
RR,KKR,Ahmedabad,6.4,50,10,77,163
KKR,RR,Kolkata,5.9,37,10,76,140
RR,GT,Chennai,15.9,145,5,79,171
PBKS,SRH,Chennai,14.7,139,6,74,187
LSG,KKR,Delhi,15.2,113,6,42,143
SRH,LSG,Mumbai,7.7,71,8,64,165
DC,MI,Kolkata,1.8,17,7,52,127
PBKS,SRH,Jaipur,3.4,24,3,63,145
GT,RCB,Mumbai,19.2,143,5,56,150
KKR,RCB,Ahmedabad,5.8,41,7,61,169
CSK,MI,Jaipur,5.5,37,6,35,167
SRH,GT,Chennai,19.8,154,6,35,155
KKR,MI,Bangalore,15.3,115,2,70,148
KKR,RCB,Jaipur,1.6,11,6,67,173
MI,KKR,Hyderabad,6.3,47,0,57,164
KKR,SRH,Bangalore,9.2,85,10,67,175
SRH,PBKS,Kolkata,1.2,9,2,33,186
MI,CSK,Delhi,19.6,139,7,32,142
DC,MI,Mumbai,15.7,98,0,65,127
LSG,DC,Jaipur,3.3,22,1,34,131
RR,PBKS,Delhi,8.3,55,9,40,130
CSK,GT,Ahmedabad,5.2,46,9,38,178
LSG,RCB,Kolkata,2.7,20,0,43,186
RCB,PBKS,Ahmedabad,17.6,160,2,56,179
SRH,RCB,Kolkata,5.3,48,9,47,183
RCB,GT,Kolkata,15.0,138,5,64,180
RCB,MI,Mumbai,13.3,103,10,74,144
CSK,RCB,Hyderabad,16.3,153,7,68,187
SRH,CSK,Mumbai,2.8,19,10,36,183
DC,GT,Delhi,9.7,70,4,48,143
GT,SRH,Hyderabad,3.6,29,0,58,183
GT,LSG,Chennai,11.3,89,7,39,156
GT,DC,Chennai,13.0,125,1,66,167
GT,LSG,Ahmedabad,1.2,7,10,44,131
DC,CSK,Chennai,14.5,131,5,54,166
PBKS,GT,Mumbai,9.4,92,0,45,170
GT,LSG,Hyderabad,17.8,121,10,52,140
DC,SRH,Bangalore,6.3,42,9,50,173
RCB,KKR,Hyderabad,4.9,42,9,77,151
MI,DC,Jaipur,13.4,109,4,65,170
KKR,CSK,Kolkata,17.1,149,6,73,175
KKR,CSK,Jaipur,3.1,28,9,58,168
DC,LSG,Bangalore,14.8,113,10,72,157
MI,DC,Chennai,15.1,129,2,48,173
GT,PBKS,Ahmedabad,9.6,76,9,44,142
KKR,DC,Mumbai,10.2,98,9,34,157
LSG,CSK,Hyderabad,13.1,85,3,37,138
GT,LSG,Delhi,18.1,154,1,46,165
DC,LSG,Chennai,1.1,7,2,57,195
RCB,GT,Bangalore,6.2,41,1,75,167
KKR,MI,Chennai,1.6,11,4,68,158
CSK,RCB,Jaipur,1.1,8,8,61,180
MI,GT,Ahmedabad,16.1,129,8,57,163
CSK,PBKS,Kolkata,15.6,115,8,74,145
MI,GT,Ahmedabad,6.6,42,8,66,156
SRH,GT,Kolkata,9.9,76,8,57,166
DC,PBKS,Bangalore,3.6,34,8,68,185
DC,RR,Bangalore,15.1,106,0,60,144
PBKS,CSK,Jaipur,14.9,114,10,58,154
KKR,PBKS,Chennai,1.4,12,8,48,151
KKR,SRH,Bangalore,3.5,24,0,33,166
CSK,RCB,Chennai,15.6,129,9,31,165
SRH,CSK,Bangalore,5.6,55,7,60,196
GT,RCB,Mumbai,2.1,17,3,55,147
DC,RR,Delhi,6.9,48,2,37,135
SRH,MI,Ahmedabad,3.7,30,0,69,181
RCB,DC,Hyderabad,14.5,112,5,78,148
KKR,DC,Chennai,14.9,135,10,40,172
LSG,SRH,Jaipur,14.1,98,1,51,141
GT,CSK,Delhi,18.1,169,0,66,186
RCB,PBKS,Hyderabad,17.8,147,8,43,164
CSK,PBKS,Kolkata,4.1,39,8,50,177
KKR,SRH,Delhi,18.4,160,8,55,174
RCB,GT,Delhi,6.6,64,8,39,159
RR,KKR,Hyderabad,12.7,118,4,40,189
RCB,DC,Ahmedabad,16.9,160,2,67,188
RR,GT,Jaipur,15.9,108,3,52,137
PBKS,CSK,Delhi,19.2,126,6,74,132
KKR,PBKS,Hyderabad,1.3,10,2,54,195
GT,CSK,Jaipur,13.8,91,9,53,147
PBKS,SRH,Chennai,4.9,46,0,36,162
CSK,PBKS,Ahmedabad,6.3,62,7,56,172
CSK,RCB,Mumbai,7.4,56,3,36,139
KKR,GT,Mumbai,15.1,104,10,41,135
RR,GT,Kolkata,7.6,45,0,54,166
RR,SRH,Mumbai,9.6,72,5,31,170
RR,LSG,Mumbai,13.6,132,1,33,181
RR,LSG,Mumbai,16.8,133,9,49,154
SRH,GT,Delhi,6.9,46,3,50,124
RCB,CSK,Delhi,18.4,138,9,43,152
LSG,RCB,Delhi,4.0,36,8,75,150
KKR,RCB,Chennai,7.2,61,8,45,146
MI,CSK,Jaipur,8.0,49,4,67,133
LSG,RCB,Bangalore,11.7,102,8,38,162
MI,RCB,Bangalore,15.1,146,7,61,185
LSG,PBKS,Ahmedabad,6.7,57,10,72,159
DC,RR,Chennai,5.5,43,10,38,131
RR,CSK,Mumbai,3.8,29,1,30,182
SRH,LSG,Hyderabad,5.1,39,1,71,142
DC,KKR,Mumbai,9.7,77,3,79,164
RCB,LSG,Ahmedabad,7.6,57,0,44,146
PBKS,DC,Hyderabad,11.2,93,0,34,161
GT,KKR,Chennai,13.3,132,7,65,172
RR,LSG,Mumbai,12.2,114,9,61,168
GT,PBKS,Ahmedabad,11.6,72,6,35,138
LSG,MI,Mumbai,2.1,15,6,56,190
CSK,RR,Mumbai,18.5,156,6,48,168
CSK,LSG,Chennai,19.2,164,4,32,170
GT,DC,Hyderabad,4.8,47,7,71,184
MI,KKR,Kolkata,3.7,26,10,56,178
SRH,KKR,Hyderabad,18.7,178,8,71,189
